Gene Systematic Name,Gene Official Symbol,Gene Synonyms,Organism
YCR010C,ADY2,ATO1,Saccharomyces cerevisiae (S288c)
YLL043W,FPS1,L000000625,Saccharomyces cerevisiae (S288c)
YKL217W,JEN1,L000002666,Saccharomyces cerevisiae (S288c)
YNR018W,RCF2,AIM38,Saccharomyces cerevisiae (S288c)
YOR070C,GYP1,YOR29-21|L000004377,Saccharomyces cerevisiae (S288c)
YDR013W,PSF1,CDC101,Saccharomyces cerevisiae (S288c)
YKL113C,RAD27,ERC11|FEN1|RTH1|multifunctional nuclease RAD27|L000002742|L000000565,Saccharomyces cerevisiae (S288c)
YEL015W,EDC3,DCP3|LSM16,Saccharomyces cerevisiae (S288c)
YMR047C,NUP116,NSP116|FG-nucleoporin NUP116|L000001293,Saccharomyces cerevisiae (S288c)
YDL126C,CDC48,AAA family ATPase CDC48|L000000280,Saccharomyces cerevisiae (S288c)
YJL204C,RCY1,-,Saccharomyces cerevisiae (S288c)
YJL036W,SNX4,ATG24|CVT13|S000007467|L000004764,Saccharomyces cerevisiae (S288c)
YNL102W,POL1,CDC17|CRT5|HPR3|DNA-directed DNA polymerase alpha catalytic subunit POL1|L000000257,Saccharomyces cerevisiae (S288c)
YNL261W,ORC5,origin recognition complex subunit 5|L000002814,Saccharomyces cerevisiae (S288c)
YLL026W,HSP104,chaperone ATPase HSP104|L000000823,Saccharomyces cerevisiae (S288c)
YBR101C,FES1,-,Saccharomyces cerevisiae (S288c)
YGR142W,BTN2,-,Saccharomyces cerevisiae (S288c)
YLL040C,VPS13,SOI1|VPT2|membrane morphogenesis protein VPS13|L000003510|L000002967,Saccharomyces cerevisiae (S288c)
YGR173W,RBG2,GIR1,Saccharomyces cerevisiae (S288c)
YKL051W,SFK1,-,Saccharomyces cerevisiae (S288c)
YDR223W,CRF1,-,Saccharomyces cerevisiae (S288c)
YFR016C,YFR016C,-,Saccharomyces cerevisiae (S288c)
YDR411C,DFM1,-,Saccharomyces cerevisiae (S288c)
YJL047C,RTT101,CUL8|cullin RTT101|CULC|L000004737,Saccharomyces cerevisiae (S288c)
YPR164W,MMS1,RTT108|SLM6|L000003933,Saccharomyces cerevisiae (S288c)
YLR320W,MMS22,SLM2,Saccharomyces cerevisiae (S288c)
YHR064C,SSZ1,PDR13|L000004029,Saccharomyces cerevisiae (S288c)
YMR080C,NAM7,IFS2|MOF4|SUP113|UPF1|ATP-dependent RNA helicase NAM7|L000002429|S000029550|L000002232,Saccharomyces cerevisiae (S288c)
YMR076C,PDS5,L000003047,Saccharomyces cerevisiae (S288c)
YDR014W,RAD61,WPL1,Saccharomyces cerevisiae (S288c)
YBR133C,HSL7,L000003130,Saccharomyces cerevisiae (S288c)
YDR153C,ENT5,-,Saccharomyces cerevisiae (S288c)
YIL072W,HOP1,L000000802,Saccharomyces cerevisiae (S288c)
YKL196C,YKT6,palmitoyltransferase YKT6|L000004163,Saccharomyces cerevisiae (S288c)
YCL054W,SPB1,L000001990,Saccharomyces cerevisiae (S288c)
YNL061W,NOP2,YNA1|L000002535,Saccharomyces cerevisiae (S288c)
YER007C-A,TMA20,RBF20,Saccharomyces cerevisiae (S288c)
YJR014W,TMA22,RBF22,Saccharomyces cerevisiae (S288c)
YJR078W,BNA2,dioxygenase BNA2,Saccharomyces cerevisiae (S288c)
YGL202W,ARO8,bifunctional 2-aminoadipate transaminase/aromatic-amino-acid:2-oxoglutarate transaminase|L000003949,Saccharomyces cerevisiae (S288c)
YBL023C,MCM2,MCM DNA helicase complex subunit MCM2|L000001038,Saccharomyces cerevisiae (S288c)
YBR196C,PGI1,CDC30|glucose-6-phosphate isomerase|L000001410|L000001409,Saccharomyces cerevisiae (S288c)
YOR373W,NUD1,L000002752,Saccharomyces cerevisiae (S288c)
YDR356W,SPC110,NUF1|XCM1|L000001285,Saccharomyces cerevisiae (S288c)
YLR094C,GIS3,L000004863,Saccharomyces cerevisiae (S288c)
YGR044C,RME1,CSP1|L000001648,Saccharomyces cerevisiae (S288c)
YPR198W,SGE1,NOR1|L000001876,Saccharomyces cerevisiae (S288c)
YFL033C,RIM15,TAK1|protein kinase RIM15|L000003524|L000003204,Saccharomyces cerevisiae (S288c)
YLR330W,CHS5,CAL3|L000000333,Saccharomyces cerevisiae (S288c)
YJL095W,BCK1,LAS3|SAP3|SLK1|SSP31|mitogen-activated protein kinase kinase kinase BCK1|L000000162,Saccharomyces cerevisiae (S288c)
YJL159W,HSP150,CCW7|ORE1|PIR2|heat shock protein HSP150|L000000824|L000001442,Saccharomyces cerevisiae (S288c)
YPL100W,ATG21,HSV1|MAI1,Saccharomyces cerevisiae (S288c)
YMR108W,ILV2,SMR1|THI1|acetolactate synthase catalytic subunit|L000002296|L000002515|L000000858,Saccharomyces cerevisiae (S288c)
YGL173C,XRN1,DST2|KEM1|RAR5|SEP1|SKI1|chromatin-binding exonuclease XRN1|L000000891|L000001902,Saccharomyces cerevisiae (S288c)
YNL141W,AAH1,adenine deaminase|L000004289,Saccharomyces cerevisiae (S288c)
YDR183W,PLP1,L000003424,Saccharomyces cerevisiae (S288c)
YMR106C,YKU80,HDF2|L000004089,Saccharomyces cerevisiae (S288c)
YOR049C,RSB1,phospholipid-translocating ATPase RSB1,Saccharomyces cerevisiae (S288c)
YGR108W,CLB1,SCB1|B-type cyclin CLB1|L000000349,Saccharomyces cerevisiae (S288c)
YPR119W,CLB2,B-type cyclin CLB2|L000000350,Saccharomyces cerevisiae (S288c)
YLR045C,STU2,L000003019,Saccharomyces cerevisiae (S288c)
YMR135C,GID8,DCR1|glucose-induced degradation complex subunit GID8,Saccharomyces cerevisiae (S288c)
YLR361C,DCR2,-,Saccharomyces cerevisiae (S288c)
YBR293W,VBA2,-,Saccharomyces cerevisiae (S288c)
YMR088C,VBA1,-,Saccharomyces cerevisiae (S288c)
YIL149C,MLP2,S000007510,Saccharomyces cerevisiae (S288c)
YKR095W,MLP1,MPL1|L000001141|L000001122,Saccharomyces cerevisiae (S288c)
YDR011W,SNQ2,ATP-binding cassette transporter SNQ2|L000001957,Saccharomyces cerevisiae (S288c)
YGR281W,YOR1,YRS1|ATP-binding cassette transporter YOR1|L000003083,Saccharomyces cerevisiae (S288c)
YJL134W,LCB3,LBP1|YSR2|sphinganine kinase LCB3|L000004101,Saccharomyces cerevisiae (S288c)
YKR053C,YSR3,LBP2|sphinganine kinase YSR3|L000004404,Saccharomyces cerevisiae (S288c)
YLL012W,YEH1,-,Saccharomyces cerevisiae (S288c)
YLR020C,YEH2,-,Saccharomyces cerevisiae (S288c)
YER005W,YND1,APY1|YEJ5|S000007428,Saccharomyces cerevisiae (S288c)
YFL013C,IES1,-,Saccharomyces cerevisiae (S288c)
YDR443C,SSN2,MED13|NUT8|RYE3|SCA1|SRB9|SSX5|UME2|L000001803|L000002088|S000029518|L000002101,Saccharomyces cerevisiae (S288c)
YNL011C,YNL011C,-,Saccharomyces cerevisiae (S288c)
YNL010W,YNL010W,-,Saccharomyces cerevisiae (S288c)
YPR179C,HDA3,PLO1,Saccharomyces cerevisiae (S288c)
YDR427W,RPN9,NAS7|proteasome regulatory particle lid subunit RPN9|L000004309,Saccharomyces cerevisiae (S288c)
YEL042W,GDA1,L000000695,Saccharomyces cerevisiae (S288c)
YKL163W,PIR3,CCW8|L000001443,Saccharomyces cerevisiae (S288c)
YBL105C,PKC1,CLY15|CLY5|CLY7|HPO2|STT1|protein kinase C|L000001446|L000000362|S000029091,Saccharomyces cerevisiae (S288c)
YHR001W,OSH7,oxysterol-binding protein related protein OSH7,Saccharomyces cerevisiae (S288c)
YFL038C,YPT1,Rab family GTPase YPT1|YP2|L000002543,Saccharomyces cerevisiae (S288c)
YDL077C,VAM6,CVT4|VPL18|VPL22|VPS39|L000003935,Saccharomyces cerevisiae (S288c)
YMR258C,ROY1,-,Saccharomyces cerevisiae (S288c)
YOR094W,ARF3,ARL2|Arf family GTPase ARF3|L000000106,Saccharomyces cerevisiae (S288c)
YPL101W,ELP4,HAP1|KTI9|TOT7|Elongator subunit ELP4,Saccharomyces cerevisiae (S288c)
YCR097W,HMRA1,YCR097WB|S000007657,Saccharomyces cerevisiae (S288c)
YNL218W,MGS1,ssDNA-dependent ATPase MGS1,Saccharomyces cerevisiae (S288c)
YIL105C,SLM1,LIT2,Saccharomyces cerevisiae (S288c)
YDR358W,GGA1,S000007493,Saccharomyces cerevisiae (S288c)
YOR028C,CIN5,HAL6|YAP4|L000000339|L000004263,Saccharomyces cerevisiae (S288c)
YHR006W,STP2,L000003370,Saccharomyces cerevisiae (S288c)
YDL120W,YFH1,L000003525,Saccharomyces cerevisiae (S288c)
YDR407C,TRS120,S000007435,Saccharomyces cerevisiae (S288c)
YMR218C,TRS130,S000007468,Saccharomyces cerevisiae (S288c)
YJL073W,JEM1,KAR8|L000003533,Saccharomyces cerevisiae (S288c)
YMR214W,SCJ1,L000001811,Saccharomyces cerevisiae (S288c)
YPR111W,DBF20,serine/threonine-protein kinase DBF20|L000000490,Saccharomyces cerevisiae (S288c)
YIL153W,RRD1,YPA1|peptidylprolyl isomerase RRD1|L000004483,Saccharomyces cerevisiae (S288c)
YPL152W,RRD2,YPA2|peptidylprolyl isomerase RRD2|L000004484,Saccharomyces cerevisiae (S288c)
SPBC2F12.13,klp5,sot1,Schizosaccharomyces pombe (972h)
SPBC19C7.09c,uve1,uvde,Schizosaccharomyces pombe (972h)
SPBC1685.15c,klp6,SPBC649.01c|sot2,Schizosaccharomyces pombe (972h)
SPBC32F12.09,rum1,-,Schizosaccharomyces pombe (972h)
SPBC19F8.07,mcs6,cdk7|crk1|mop1,Schizosaccharomyces pombe (972h)
SPAC22F3.13,tsc1,-,Schizosaccharomyces pombe (972h)
SPAC630.13c,tsc2,-,Schizosaccharomyces pombe (972h)
SPAC22E12.14c,sck2,-,Schizosaccharomyces pombe (972h)
SPAC3C7.03c,rad55,rhp55,Schizosaccharomyces pombe (972h)
SPBC14F5.12c,cbh2,-,Schizosaccharomyces pombe (972h)
SPAC9E9.10c,cbh1,cbh,Schizosaccharomyces pombe (972h)
YER183C,FAU1,5-formyltetrahydrofolate cyclo-ligase,Saccharomyces cerevisiae (S288c)
YKL128C,PMU1,L000003276,Saccharomyces cerevisiae (S288c)
YBR200W,BEM1,SRO1|phosphatidylinositol-3-phosphate-binding protein BEM1|L000000167,Saccharomyces cerevisiae (S288c)
YOL149W,DCP1,MRT2|L000002960|L000003045|S000029311,Saccharomyces cerevisiae (S288c)
YBL030C,PET9,AAC2|ANC2|ADP/ATP carrier protein PET9|OP1|L000000004|L000001386|L000004346,Saccharomyces cerevisiae (S288c)
YOR115C,TRS33,S000007434,Saccharomyces cerevisiae (S288c)
YPL145C,KES1,BSR3|LPI3|OSH4|oxysterol-binding protein KES1|L000000894,Saccharomyces cerevisiae (S288c)
YDR107C,TMN2,-,Saccharomyces cerevisiae (S288c)
YDL056W,MBP1,transcription factor MBP1|L000001032,Saccharomyces cerevisiae (S288c)
YOL064C,MET22,HAL2|L000001090,Saccharomyces cerevisiae (S288c)
YKR036C,CAF4,L000003417,Saccharomyces cerevisiae (S288c)
YJL112W,MDV1,FIS2|GAG3|NET2,Saccharomyces cerevisiae (S288c)
tG(CCC)D,SUF3,L000002151|L000003777,Saccharomyces cerevisiae (S288c)
tG(CCC)O,SUF5,L000002153|L000003716,Saccharomyces cerevisiae (S288c)
YDL051W,LHP1,LAH1|YLA1|L000002518,Saccharomyces cerevisiae (S288c)
-,GNA12,NNX3|RMP|gep,Homo sapiens
-,GNA13,G13,Homo sapiens
-,ARHGEF12,LARG|PRO2792,Homo sapiens
YLR026C,SED5,L000001861,Saccharomyces cerevisiae (S288c)
YPL177C,CUP9,L000000442,Saccharomyces cerevisiae (S288c)
YKL185W,ASH1,DNA-binding transcription repressor ASH1|L000003058,Saccharomyces cerevisiae (S288c)
YLR131C,ACE2,DNA-binding transcription factor ACE2|L000000020,Saccharomyces cerevisiae (S288c)
YOR328W,PDR10,ATP-binding cassette multidrug transporter PDR10|L000002865,Saccharomyces cerevisiae (S288c)
YEL041W,YEF1,-,Saccharomyces cerevisiae (S288c)
YKL069W,YKL069W,YKG9|fRMsr,Saccharomyces cerevisiae (S288c)
YKR031C,SPO14,PLD1|phospholipase D|L000002005|L000002946,Saccharomyces cerevisiae (S288c)
YPL209C,IPL1,PAC15|aurora kinase|L000000871,Saccharomyces cerevisiae (S288c)
YDL059C,RAD59,L000003987,Saccharomyces cerevisiae (S288c)
YLR142W,PUT1,proline dehydrogenase|L000001535,Saccharomyces cerevisiae (S288c)
YKL216W,URA1,dihydroorotate dehydrogenase|L000002430,Saccharomyces cerevisiae (S288c)
YGR032W,GSC2,"FKS2|1,3-beta-glucan synthase GSC2|L000000716|L000000733",Saccharomyces cerevisiae (S288c)
YHL012W,YHL012W,UTP--glucose-1-phosphate uridylyltransferase,Saccharomyces cerevisiae (S288c)
YIR034C,LYS1,"saccharopine dehydrogenase (NAD+, L-lysine-forming)|L000000964",Saccharomyces cerevisiae (S288c)
YBR115C,LYS2,L-aminoadipate-semialdehyde dehydrogenase|L000000965,Saccharomyces cerevisiae (S288c)
YNR050C,LYS9,"LYS13|saccharopine dehydrogenase (NADP+, L-glutamate-forming)|L000000969",Saccharomyces cerevisiae (S288c)
YOR348C,PUT4,proline permease PUT4|L000001538,Saccharomyces cerevisiae (S288c)
YJL121C,RPE1,EPI1|POS18|ribulose-phosphate 3-epimerase RPE1|L000004023|L000002588,Saccharomyces cerevisiae (S288c)
YOL056W,GPM3,phosphoglycerate mutase family protein GPM3|L000002980,Saccharomyces cerevisiae (S288c)
YGR125W,YGR125W,-,Saccharomyces cerevisiae (S288c)
YML100W,TSL1,L000002361,Saccharomyces cerevisiae (S288c)
YGL003C,CDH1,HCT1|L000004229,Saccharomyces cerevisiae (S288c)
YOR202W,HIS3,HIS10|HIS8|imidazoleglycerol-phosphate dehydratase HIS3|L000000780|S000029212|L000000785,Saccharomyces cerevisiae (S288c)
YML074C,FPR3,NPI46|peptidylprolyl isomerase FPR3|L000001268,Saccharomyces cerevisiae (S288c)
YGR048W,UFD1,polyubiquitin-binding protein UFD1|L000002787,Saccharomyces cerevisiae (S288c)
YJL041W,NSP1,FG-nucleoporin NSP1|L000001277,Saccharomyces cerevisiae (S288c)
YGL092W,NUP145,RAT10|L000001294,Saccharomyces cerevisiae (S288c)
YFL023W,BUD27,URI1|S000007647,Saccharomyces cerevisiae (S288c)
YJR004C,SAG1,AG(ALPHA)1|L000001796,Saccharomyces cerevisiae (S288c)
YGL032C,AGA2,L000000062,Saccharomyces cerevisiae (S288c)
YDR185C,UPS3,GEP2,Saccharomyces cerevisiae (S288c)
YFL050C,ALR2,putative Mg(2+) transporter ALR2|L000002888,Saccharomyces cerevisiae (S288c)
YLR209C,PNP1,purine-nucleoside phosphorylase,Saccharomyces cerevisiae (S288c)
YGR152C,RSR1,BUD1|Ras family GTPase RSR1|L000001780,Saccharomyces cerevisiae (S288c)
YOL113W,SKM1,putative serine/threonine protein kinase SKM1|L000004142,Saccharomyces cerevisiae (S288c)
YIR023W,DAL81,UGA35|DURL|L000000481,Saccharomyces cerevisiae (S288c)
YBL056W,PTC3,type 2C protein phosphatase PTC3|L000003426,Saccharomyces cerevisiae (S288c)
YJR042W,NUP85,RAT9|L000003023,Saccharomyces cerevisiae (S288c)
YKL057C,NUP120,RAT2|L000003138,Saccharomyces cerevisiae (S288c)
YJL061W,NUP82,HRB187|linker nucleoporin NUP82|L000002941,Saccharomyces cerevisiae (S288c)
YER107C,GLE2,RAE1|RNA export factor GLE2|L000004084,Saccharomyces cerevisiae (S288c)
YAL009W,SPO7,Nem1-Spo7 phosphatase regulatory subunit SPO7|L000002000,Saccharomyces cerevisiae (S288c)
YGR157W,CHO2,PEM1|phosphatidylethanolamine N-methyltransferase|L000000328,Saccharomyces cerevisiae (S288c)
YJL111W,CCT7,TCP7|L000002763,Saccharomyces cerevisiae (S288c)
YKL104C,GFA1,glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1|L000000702,Saccharomyces cerevisiae (S288c)
YDR410C,STE14,L000002121,Saccharomyces cerevisiae (S288c)
YOR175C,ALE1,LCA1|LPT1|SLC4,Saccharomyces cerevisiae (S288c)
YKL092C,BUD2,CLA2|ERC25|L000000199,Saccharomyces cerevisiae (S288c)
YCR038C,BUD5,Ras family guanine nucleotide exchange factor BUD5|L000000202,Saccharomyces cerevisiae (S288c)
YLR442C,SIR3,CMT1|MAR2|STE8|chromatin-silencing protein SIR3|L000001896,Saccharomyces cerevisiae (S288c)
YDR227W,SIR4,ASD1|STE9|UTH2|chromatin-silencing protein SIR4|L000001897,Saccharomyces cerevisiae (S288c)
YML063W,RPS1B,PLC2|RP10B|ribosomal 40S subunit protein S1B|S1e|S1B|L000001665,Saccharomyces cerevisiae (S288c)
YDL127W,PCL2,CLN4|cyclin PCL2|L000002784,Saccharomyces cerevisiae (S288c)
YNL289W,PCL1,HCS26|L000002783,Saccharomyces cerevisiae (S288c)
YCR083W,TRX3,-,Saccharomyces cerevisiae (S288c)
YDR074W,TPS2,HOG2|PFK3|trehalose-phosphatase TPS2|L000002331,Saccharomyces cerevisiae (S288c)
YMR022W,UBC7,DER2|QRI8|E2 ubiquitin-conjugating protein UBC7|L000001552,Saccharomyces cerevisiae (S288c)
YOL081W,IRA2,CCS1|GLC4|Ras GTPase activating protein IRA2|L000000874,Saccharomyces cerevisiae (S288c)
YPL156C,PRM4,pheromone-regulated protein PRM4,Saccharomyces cerevisiae (S288c)
YBR195C,MSI1,CAC3|L000001193,Saccharomyces cerevisiae (S288c)
YKL168C,KKQ8,putative serine/threonine protein kinase KKQ8|L000004097,Saccharomyces cerevisiae (S288c)
YJL131C,AIM23,-,Saccharomyces cerevisiae (S288c)
YPL090C,RPS6A,ribosomal 40S subunit protein S6A|S6e|rp9|YS4|S6A|S10A|L000004472,Saccharomyces cerevisiae (S288c)
YBL027W,RPL19B,ribosomal 60S subunit protein L19B|L19e|rpl5L|YL14|L23B|L19B|L000001719|L000001718,Saccharomyces cerevisiae (S288c)
YBL081W,YBL081W,-,Saccharomyces cerevisiae (S288c)
YBL089W,AVT5,-,Saccharomyces cerevisiae (S288c)
YNL199C,GCR2,L000000691,Saccharomyces cerevisiae (S288c)
YDR043C,NRG1,transcriptional regulator NRG1|L000004598,Saccharomyces cerevisiae (S288c)
YCR031C,RPS14A,CRY1|RPL59|ribosomal 40S subunit protein S14A|S11|rp59A|S14A|L000000423,Saccharomyces cerevisiae (S288c)
YDL081C,RPP1A,RPLA1|ribosomal protein P1A|L000002627,Saccharomyces cerevisiae (S288c)
YDL167C,NRP1,L000000121,Saccharomyces cerevisiae (S288c)
YNL147W,LSM7,Sm-like protein LSM7|L000004686,Saccharomyces cerevisiae (S288c)
YDR378C,LSM6,L000004685,Saccharomyces cerevisiae (S288c)
YML016C,PPZ1,L000001478,Saccharomyces cerevisiae (S288c)
YBR225W,YBR225W,-,Saccharomyces cerevisiae (S288c)
YHL036W,MUP3,L000003357,Saccharomyces cerevisiae (S288c)
YHL035C,VMR1,putative ATP-binding cassette multidrug transporter VMR1,Saccharomyces cerevisiae (S288c)
YHL034C,SBP1,SSB1|SSBR1|L000002628|L000002076,Saccharomyces cerevisiae (S288c)
YGR027C,RPS25A,RPS31A|ribosomal 40S subunit protein S25A|S25e|rp45|YS23|S31A|S25A|L000003257,Saccharomyces cerevisiae (S288c)
YLL007C,YLL007C,-,Saccharomyces cerevisiae (S288c)
YEL063C,CAN1,arginine permease CAN1|L000000213,Saccharomyces cerevisiae (S288c)
YEL056W,HAT2,L000003400,Saccharomyces cerevisiae (S288c)
YDR298C,ATP5,OSC1|F1F0 ATP synthase subunit 5|L000000145,Saccharomyces cerevisiae (S288c)
YBR189W,RPS9B,RPS13A|SUP46|ribosomal 40S subunit protein S9B|rp21|YS11|S9B|S4|S13|L000002207|S000029306|L000001135,Saccharomyces cerevisiae (S288c)
YMR293C,HER2,GEP6|RRG6|glutamyl-tRNA(Gln) amidotransferase subunit HER2|LRC6|S000124020,Saccharomyces cerevisiae (S288c)
YOR068C,VAM10,YOR29-19,Saccharomyces cerevisiae (S288c)
YOR295W,UAF30,-,Saccharomyces cerevisiae (S288c)
YOR303W,CPA1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1|L000000399,Saccharomyces cerevisiae (S288c)
YOL052C,SPE2,adenosylmethionine decarboxylase SPE2|L000001994,Saccharomyces cerevisiae (S288c)
YOL067C,RTG1,L000001783,Saccharomyces cerevisiae (S288c)
YPL157W,TGS1,-,Saccharomyces cerevisiae (S288c)
YPL144W,POC4,DMP1|PBA4,Saccharomyces cerevisiae (S288c)
YPL139C,UME1,WTM3|L000003500,Saccharomyces cerevisiae (S288c)
YPL118W,MRP51,mitochondrial 37S ribosomal protein MRP51|L000003325,Saccharomyces cerevisiae (S288c)
YBR278W,DPB3,L000000520,Saccharomyces cerevisiae (S288c)
YGR181W,TIM13,-,Saccharomyces cerevisiae (S288c)
YGR193C,PDX1,L000001369,Saccharomyces cerevisiae (S288c)
YOR106W,VAM3,PTH1|SNAP receptor VAM3|L000003267|L000003302,Saccharomyces cerevisiae (S288c)
YOR221C,MCT1,[acyl-carrier-protein] S-malonyltransferase,Saccharomyces cerevisiae (S288c)
YER001W,MNN1,L000001126,Saccharomyces cerevisiae (S288c)
YPL002C,SNF8,VPL14|VPS22|ESCRT-II subunit protein SNF8|L000001951,Saccharomyces cerevisiae (S288c)
YPR139C,LOA1,VPS66|lysophosphatidic acid acyltransferase LOA1,Saccharomyces cerevisiae (S288c)
YDR275W,BSC2,-,Saccharomyces cerevisiae (S288c)
YOR096W,RPS7A,RPS30|ribosomal 40S subunit protein S7A|S7e|rp30|S7A|L000003300,Saccharomyces cerevisiae (S288c)
YML071C,COG8,DOR1,Saccharomyces cerevisiae (S288c)
YML097C,VPS9,VPL31|VPT9|guanine nucleotide exchange factor VPS9|L000002659,Saccharomyces cerevisiae (S288c)
YMR123W,PKR1,-,Saccharomyces cerevisiae (S288c)
YJL088W,ARG3,ornithine carbamoyltransferase|argF|L000000108,Saccharomyces cerevisiae (S288c)
YHR025W,THR1,homoserine kinase|L000002298,Saccharomyces cerevisiae (S288c)
YHR026W,VMA16,PPA1|H(+)-transporting V0 sector ATPase subunit c|L000001468,Saccharomyces cerevisiae (S288c)
YDR017C,KCS1,inositol polyphosphate kinase KCS1|L000000889,Saccharomyces cerevisiae (S288c)
YCR024C-A,PMP1,L000001453,Saccharomyces cerevisiae (S288c)
YJL029C,VPS53,-,Saccharomyces cerevisiae (S288c)
YJR055W,HIT1,L000000786,Saccharomyces cerevisiae (S288c)
YPL096C-A,ERI1,RIN1|S000028417,Saccharomyces cerevisiae (S288c)
YNR006W,VPS27,DID7|GRD11|SSV17|VPL23|VPT27|ESCRT-0 subunit protein VPS27|L000002790,Saccharomyces cerevisiae (S288c)
YDL122W,UBP1,L000002415,Saccharomyces cerevisiae (S288c)
YNL127W,FAR11,-,Saccharomyces cerevisiae (S288c)
YIL116W,HIS5,histidinol-phosphate transaminase|L000000782,Saccharomyces cerevisiae (S288c)
YIL134W,FLX1,L000002664,Saccharomyces cerevisiae (S288c)
YMR131C,RRB1,-,Saccharomyces cerevisiae (S288c)
YNL071W,LAT1,ODP2|PDA2|dihydrolipoyllysine-residue acetyltransferase|L000000932|L000003242,Saccharomyces cerevisiae (S288c)
YNL073W,MSK1,lysine--tRNA ligase MSK1|L000001195,Saccharomyces cerevisiae (S288c)
YGR089W,NNF2,-,Saccharomyces cerevisiae (S288c)
YDR062W,LCB2,SCS1|TSC1|serine C-palmitoyltransferase LCB2|L000001819,Saccharomyces cerevisiae (S288c)
YDR457W,TOM1,E3 ubiquitin-protein ligase TOM1|L000002983,Saccharomyces cerevisiae (S288c)
YDR486C,VPS60,CHM5|MOS10,Saccharomyces cerevisiae (S288c)
YNL328C,MDJ2,L000004357,Saccharomyces cerevisiae (S288c)
YBR181C,RPS6B,LPG18|RPS101|RPS102|ribosomal 40S subunit protein S6B|S6e|L000002721,Saccharomyces cerevisiae (S288c)
YDR122W,KIN1,serine/threonine protein kinase KIN1|L000000901,Saccharomyces cerevisiae (S288c)
YLR451W,LEU3,leucine-responsive transcriptional regulator LEU3|L000000944,Saccharomyces cerevisiae (S288c)
YPL005W,AEP3,-,Saccharomyces cerevisiae (S288c)
YNL190W,YNL190W,-,Saccharomyces cerevisiae (S288c)
YKL197C,PEX1,PAS1|AAA family ATPase peroxin 1|L000001337,Saccharomyces cerevisiae (S288c)
YIL052C,RPL34B,ribosomal 60S subunit protein L34B|L34e|L34B|L000004466,Saccharomyces cerevisiae (S288c)
YMR077C,VPS20,CHM6|VPL10|VPT20|ESCRT-III subunit protein VPS20,Saccharomyces cerevisiae (S288c)
YLR052W,IES3,-,Saccharomyces cerevisiae (S288c)
YML117W,NAB6,-,Saccharomyces cerevisiae (S288c)
YCR024C,SLM5,asparagine--tRNA ligase SLM5,Saccharomyces cerevisiae (S288c)
YIL132C,CSM2,-,Saccharomyces cerevisiae (S288c)
YIL133C,RPL16A,RPL13|ribosomal 60S subunit protein L16A|L13|rp22|YL15|L21A|L16A|L000001709,Saccharomyces cerevisiae (S288c)
YDR495C,VPS3,PEP6|VPL3|VPT17|CORVET complex subunit VPS3|L000002469,Saccharomyces cerevisiae (S288c)
YDR496C,PUF6,-,Saccharomyces cerevisiae (S288c)
YMR198W,CIK1,L000000335,Saccharomyces cerevisiae (S288c)
YOR198C,BFR1,L000000174,Saccharomyces cerevisiae (S288c)
YBL072C,RPS8A,ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753,Saccharomyces cerevisiae (S288c)
YCR044C,PER1,COS16,Saccharomyces cerevisiae (S288c)
YGL252C,RTG2,L000001784,Saccharomyces cerevisiae (S288c)
YGR020C,VMA7,H(+)-transporting V1 sector ATPase subunit F|L000002462,Saccharomyces cerevisiae (S288c)
YMR154C,RIM13,CPL1|L000004172,Saccharomyces cerevisiae (S288c)
YCR028C,FEN2,L000004079,Saccharomyces cerevisiae (S288c)
YJL136C,RPS21B,ribosomal 40S subunit protein S21B|S21e|YS25|S26B|S21B|L000003031,Saccharomyces cerevisiae (S288c)
YML013W,UBX2,SEL1,Saccharomyces cerevisiae (S288c)
YMR024W,MRPL3,mitochondrial 54S ribosomal protein YmL3|YmL3|L000002683,Saccharomyces cerevisiae (S288c)
YPL254W,HFI1,ADA1|GAN1|SRM12|SUP110|L000003094,Saccharomyces cerevisiae (S288c)
YGL012W,ERG4,delta(24(24(1)))-sterol reductase|L000000571,Saccharomyces cerevisiae (S288c)
YJL093C,TOK1,DUK1|YKC1|YPK1|YORK|L000003009,Saccharomyces cerevisiae (S288c)
YDL029W,ARP2,ACT2|actin-related protein 2|L000000026,Saccharomyces cerevisiae (S288c)
YNL243W,SLA2,END4|MOP2|L000001913|L000002421,Saccharomyces cerevisiae (S288c)
YOL018C,TLG2,L000004228,Saccharomyces cerevisiae (S288c)
YDR027C,VPS54,CGP1|LUV1|TCS3|L000004648,Saccharomyces cerevisiae (S288c)
YOR122C,PFY1,CLS5|PRF1|profilin|L000001407,Saccharomyces cerevisiae (S288c)
YKL212W,SAC1,RSD1|phosphatidylinositol-3-phosphatase SAC1|L000001790,Saccharomyces cerevisiae (S288c)
YLR034C,SMF3,putative divalent metal ion transporter SMF3,Saccharomyces cerevisiae (S288c)
SPAC29A4.20,elp3,kat9,Schizosaccharomyces pombe (972h)
YOR258W,HNT3,-,Saccharomyces cerevisiae (S288c)
YBL050W,SEC17,RNS3|L000001841,Saccharomyces cerevisiae (S288c)
YGR009C,SEC9,HSS7|L000001835,Saccharomyces cerevisiae (S288c)
